lat,long,full_taxa
20.4833,-99.2167,Phaseolus vulgaris
9.9333,-83.9,Phaseolus dumosus
14.6333,-90.6833,Phaseolus dumosus
9.9833,-83.65,Phaseolus coccineus
9.9167,-83.7833,Phaseolus coccineus
16.75,-92.6667,Phaseolus coccineus
27.5167,90.25,Phaseolus coccineus
27.5667,90.7333,Phaseolus coccineus
17,-92.9,Phaseolus coccineus
18.7333,-97.0667,Phaseolus dumosus
16.7333,-92.4167,Phaseolus dumosus
51.4833,3.9667,Phaseolus coccineus
20.7,-99.4333,Phaseolus vulgaris
14.9333,-89.5167,Phaseolus coccineus
14.9667,-91.8,Phaseolus dumosus
9.9333,-83.7833,Phaseolus dumosus
18.2,-67.1333,Phaseolus coccineus
14.6333,-91.1333,Phaseolus dumosus
9.8833,-83.9333,Phaseolus dumosus
14.8333,-90.9167,Phaseolus dumosus
14.95,-91.45,Phaseolus dumosus
14.95,-91.1167,Phaseolus coccineus
14.7,-91.8667,Phaseolus dumosus
27.55,90.75,Phaseolus coccineus
17.3333,-96.4833,Phaseolus vulgaris
15.5667,-92.3333,Phaseolus coccineus
19.3167,-98.2333,Phaseolus coccineus
19.8833,-97.9,Phaseolus coccineus
16.1167,-92.0333,Phaseolus coccineus
16.8167,-96.65,Phaseolus vulgaris
16.3167,-92.15,Phaseolus coccineus
16.7833,-92.6833,Phaseolus coccineus
16.8833,-92.9167,Phaseolus coccineus
16.8333,-92.3667,Phaseolus coccineus
19.9667,-97.6,Phaseolus coccineus
19.85,-97.5833,Phaseolus coccineus
-6.35,-79.6333,Phaseolus dumosus
18.6833,-97.0833,Phaseolus dumosus
17.9667,-97.0167,Phaseolus vulgaris
22.2333,-102.3,Phaseolus coccineus
20.2833,-97.95,Phaseolus dumosus
-7.1167,-78.95,Phaseolus dumosus
16.7667,-92.45,Phaseolus coccineus
16.5333,-92.4667,Phaseolus coccineus
16.3167,-91.8667,Phaseolus dumosus
9.9833,-84.0667,Phaseolus dumosus
15.7333,-91.2667,Phaseolus coccineus
2.3333,-76.4667,Phaseolus dumosus
19.8167,-97.3667,Phaseolus coccineus
17.3667,-96.4833,Phaseolus coccineus
8.3,-71.6667,Phaseolus dumosus
17,-96.0667,Phaseolus coccineus
15.4833,-90.3667,Phaseolus coccineus
15.0833,-90.4333,Phaseolus dumosus
14.8667,-91.1333,Phaseolus dumosus
15.5,-91.5667,Phaseolus dumosus
21.7833,-103.3167,Phaseolus coccineus
19.3667,-98.55,Phaseolus coccineus
16.7667,-93.1,Phaseolus coccineus
16.75,-92.6333,Phaseolus coccineus
15.3833,-90.6667,Phaseolus coccineus
18.8167,-97.2333,Phaseolus coccineus
15.3833,-90.4,Phaseolus coccineus
15.3167,-90.35,Phaseolus coccineus
15.4833,-90.2667,Phaseolus dumosus
15.05,-90.2167,Phaseolus dumosus
15.65,-91.7667,Phaseolus coccineus
17,-94.0667,Phaseolus coccineus
15.1,-90.2667,Phaseolus coccineus
16.0833,-91.75,Phaseolus dumosus
22.75,-98.9833,Phaseolus vulgaris
16.8167,-92.6833,Phaseolus dumosus
16.75,-92.7667,Phaseolus coccineus
16.75,-92.7,Phaseolus dumosus
18.85,-97.1333,Phaseolus dumosus
16.85,-92.4167,Phaseolus coccineus
16.3,-92.15,Phaseolus coccineus
18.9167,-98.4333,Phaseolus coccineus
16.6833,-92.4833,Phaseolus coccineus
19.2167,-98.2333,Phaseolus coccineus
19.35,-97.1167,Phaseolus dumosus
19.9,-97.5833,Phaseolus dumosus
19.5333,-97.2667,Phaseolus coccineus
20.0333,-97.5167,Phaseolus dumosus
19.85,-97.4833,Phaseolus coccineus
19.5167,-97.6833,Phaseolus coccineus
20.0333,-97.8667,Phaseolus coccineus
19.9333,-97.5833,Phaseolus dumosus
18.9833,-97.45,Phaseolus coccineus
24.4667,-104.3667,Phaseolus vulgaris
19.9333,-97.6333,Phaseolus dumosus
18.9,-98.4333,Phaseolus coccineus
19.8333,-97.65,Phaseolus dumosus
19.9167,-97.6167,Phaseolus dumosus
19.8,-97.3167,Phaseolus dumosus
20.5333,-97.5167,Phaseolus dumosus
18.35,-97.2833,Phaseolus coccineus
16.2667,-96.65,Phaseolus coccineus
16.2167,-96.4833,Phaseolus coccineus
17.2,-100.4333,Phaseolus vulgaris
16.9833,-96.7833,Phaseolus coccineus
16.7333,-92.6667,Phaseolus coccineus
18.7333,-97.05,Phaseolus dumosus
17.9667,-101.8,Phaseolus vulgaris
16.3833,-91.9167,Phaseolus coccineus
19.6833,-100.0333,Phaseolus vulgaris
17.1,-92.8833,Phaseolus coccineus
17.2667,-96.5667,Phaseolus dumosus
16.15,-96.5,Phaseolus dumosus
16.35,-96.7,Phaseolus coccineus
18.9,-97.7333,Phaseolus coccineus
17.5333,-97.3333,Phaseolus coccineus
18.9667,-97.9333,Phaseolus coccineus
19.8333,-97.35,Phaseolus coccineus
19.9,-97.4,Phaseolus coccineus
18.9167,-97.7667,Phaseolus coccineus
19.0333,-98.05,Phaseolus coccineus
19.15,-97.0333,Phaseolus dumosus
18.2333,-97.5667,Phaseolus coccineus
17.2333,-97.9,Phaseolus coccineus
18.95,-97.8833,Phaseolus coccineus
19.2,-96.9667,Phaseolus dumosus
19.85,-97.4333,Phaseolus coccineus
19.8167,-97.6,Phaseolus coccineus
19.3333,-97.6833,Phaseolus vulgaris
2.5,-76.4667,Phaseolus dumosus
1.2167,-76.9167,Phaseolus coccineus
3.55,-76.2833,Phaseolus dumosus
14.0833,-87.2333,Phaseolus coccineus
3.7167,-76.0333,Phaseolus dumosus
18.6333,-98.5,Phaseolus coccineus
18.9833,-97.8167,Phaseolus coccineus
19.05,-98.1667,Phaseolus coccineus
20,-97.5333,Phaseolus dumosus
19.3167,-98.2667,Phaseolus vulgaris
16.9667,-96.7,Phaseolus coccineus
19.1,-97.95,Phaseolus coccineus
19.2,-97.9,Phaseolus coccineus
19.3,-97.9333,Phaseolus coccineus
18.1667,-96.8833,Phaseolus dumosus
19.2667,-97.9,Phaseolus coccineus
51.9667,5.6667,Phaseolus coccineus
52.1667,4.65,Phaseolus coccineus
14.65,-90.8167,Phaseolus coccineus
14.6833,-91.0167,Phaseolus coccineus
-17.7167,-66.2333,Phaseolus coccineus
2.4667,-76.5333,Phaseolus dumosus
18.7833,-96.9167,Phaseolus vulgaris
23.2667,-103.35,Phaseolus coccineus
23.4667,-103.8833,Phaseolus coccineus
23.2833,-103.2833,Phaseolus coccineus
52.25,4.7667,Phaseolus coccineus
42.0167,22.6167,Phaseolus coccineus
52.1333,5.5833,Phaseolus coccineus
41.8167,21.1,Phaseolus coccineus
41.7,21.85,Phaseolus coccineus
27.7,88.8,Phaseolus coccineus
18.5,-96.2667,Phaseolus vulgaris
31.1167,77.15,Phaseolus coccineus
31.5167,77.8,Phaseolus coccineus
11.4167,76.7167,Phaseolus coccineus
20.4833,-97.1,Phaseolus vulgaris
27.7667,88.6,Phaseolus coccineus
27.7333,88.55,Phaseolus coccineus
23.4833,77.7333,Phaseolus coccineus
27.7,88.75,Phaseolus coccineus
31.6667,77.0833,Phaseolus coccineus
20.2167,-96.7667,Phaseolus vulgaris
34.0833,75.4167,Phaseolus coccineus
5.75,-75.3,Phaseolus coccineus
42.0167,20.9667,Phaseolus coccineus
19.9833,-102.2667,Phaseolus coccineus
42.8,-77.0667,Phaseolus coccineus
41,-7.8333,Phaseolus coccineus
40.3333,-7.8,Phaseolus coccineus
41.6833,-8.1833,Phaseolus coccineus
18.85,-96.9167,Phaseolus vulgaris
46.2167,6.15,Phaseolus coccineus
19.4167,-99.1667,Phaseolus coccineus
17.1833,-96.1833,Phaseolus coccineus
19.8,-97.2167,Phaseolus dumosus
19.8833,-97.5833,Phaseolus coccineus
-17.4333,-65.4833,Phaseolus coccineus
15.5833,-89.9833,Phaseolus coccineus
22.8,-102.55,Phaseolus coccineus
21.4167,-103.0833,Phaseolus coccineus
18.9833,-97.7833,Phaseolus dumosus
19.9667,-97.2167,Phaseolus coccineus
17.5167,-96.9333,Phaseolus coccineus
17,-96.0833,Phaseolus dumosus
16.5167,-92.7333,Phaseolus vulgaris
18.8333,-97.55,Phaseolus coccineus
7.6,37.2167,Phaseolus coccineus
44.5,11.3333,Phaseolus coccineus
14.85,-91.3167,Phaseolus dumosus
7.7833,36.75,Phaseolus coccineus
9.05,38.7,Phaseolus coccineus
46.05,14.5167,Phaseolus coccineus
37.3833,46.2167,Phaseolus coccineus
36.8667,70.85,Phaseolus coccineus
19.5333,-96.9167,Phaseolus dumosus
20.1667,-98.7333,Phaseolus coccineus
17.0833,-96.6833,Phaseolus coccineus
20.1,-98.3333,Phaseolus dumosus
19.4167,-98.1333,Phaseolus coccineus
38.3667,31.4,Phaseolus coccineus
39.7333,39.5,Phaseolus coccineus
39.9167,32.8333,Phaseolus coccineus
40.2667,40.25,Phaseolus coccineus
16.6667,-96.3,Phaseolus coccineus
19.7667,-97.2833,Phaseolus coccineus
17.6833,-97.5667,Phaseolus coccineus
15.3,-90.2333,Phaseolus coccineus
19.6,-96.9333,Phaseolus coccineus
49.5333,-96.6833,Phaseolus vulgaris
28.4333,-106.3333,Phaseolus vulgaris
19.3833,-100.15,Phaseolus vulgaris
20.5333,-103.4333,Phaseolus vulgaris
19.4333,-100.3833,Phaseolus vulgaris
19.2333,-101.4667,Phaseolus vulgaris
20.8667,-103.85,Phaseolus vulgaris
25.9833,-102.2833,Phaseolus vulgaris
20.35,-102.7667,Phaseolus vulgaris
41.45,31.8167,Phaseolus vulgaris
20.2833,-100.9167,Phaseolus vulgaris
23.7,-102.9667,Phaseolus vulgaris
37.3167,30.7333,Phaseolus vulgaris
22.6333,-103.6667,Phaseolus vulgaris
23.8333,-103.0333,Phaseolus vulgaris
23.6333,-103.6167,Phaseolus vulgaris
22.95,-102.7167,Phaseolus vulgaris
22.4667,-101.9833,Phaseolus vulgaris
20,-97.55,Phaseolus vulgaris
23.9167,-103,Phaseolus vulgaris
19.05,-97.9667,Phaseolus vulgaris
19.05,-98.4167,Phaseolus vulgaris
18.6667,-97.6667,Phaseolus vulgaris
18.95,-98.4333,Phaseolus vulgaris
19.0167,-98.4,Phaseolus vulgaris
19.2667,-98.5167,Phaseolus vulgaris
18.1833,-97.1667,Phaseolus vulgaris
19.1,-98.3167,Phaseolus vulgaris
19.0833,-98,Phaseolus vulgaris
19.3,-98.5333,Phaseolus vulgaris
19.2333,-98.5,Phaseolus vulgaris
40.1833,29.0667,Phaseolus vulgaris
19.15,-98.5167,Phaseolus vulgaris
19.0667,-98,Phaseolus vulgaris
19.1167,-97.9333,Phaseolus vulgaris
19.0333,-98.3833,Phaseolus vulgaris
19,-98.3667,Phaseolus vulgaris
18.7333,-98.0167,Phaseolus vulgaris
19.2,-98.4333,Phaseolus vulgaris
19.1167,-98.3167,Phaseolus vulgaris
18.9667,-97.8333,Phaseolus vulgaris
18.85,-98.4167,Phaseolus vulgaris
19.1167,-98.4833,Phaseolus vulgaris
18.5333,-97.5833,Phaseolus vulgaris
18.5167,-97.8667,Phaseolus vulgaris
19.8667,-97.45,Phaseolus vulgaris
18.8333,-97.8333,Phaseolus vulgaris
18.5,-97.5167,Phaseolus vulgaris
19.1,-97.55,Phaseolus vulgaris
19.1,-97.4167,Phaseolus vulgaris
19.7833,-97.35,Phaseolus vulgaris
19.2167,-98.3833,Phaseolus vulgaris
19.5,-97.35,Phaseolus vulgaris
20.2833,-97.9833,Phaseolus vulgaris
18.8333,-97.5667,Phaseolus vulgaris
19.6167,-97.6167,Phaseolus vulgaris
19.8333,-97.3833,Phaseolus vulgaris
19.6167,-97.8167,Phaseolus vulgaris
18.9,-98.5833,Phaseolus vulgaris
19.5,-97.3833,Phaseolus vulgaris
19.2833,-98.45,Phaseolus vulgaris
19.4,-97.6167,Phaseolus vulgaris
15.1833,-89.2833,Phaseolus vulgaris
15.2,-89.3,Phaseolus vulgaris
14.9833,-89.35,Phaseolus vulgaris
14.9667,-89.8,Phaseolus vulgaris
15.4,-89.05,Phaseolus vulgaris
15.55,-88.6333,Phaseolus vulgaris
15.2667,-89.1,Phaseolus vulgaris
15.45,-88.95,Phaseolus vulgaris
15.4333,-90.3333,Phaseolus vulgaris
15.5667,-89.75,Phaseolus vulgaris
40.3333,27.9667,Phaseolus vulgaris
15.5667,-89.9667,Phaseolus vulgaris
15.3667,-90.4833,Phaseolus vulgaris
15.4833,-90.3333,Phaseolus vulgaris
15.3167,-89.8833,Phaseolus vulgaris
14.25,-90.2833,Phaseolus vulgaris
15.3333,-90.1667,Phaseolus vulgaris
15.3167,-89.9667,Phaseolus vulgaris
50.5333,-103.6667,Phaseolus vulgaris
14.5,-89.65,Phaseolus vulgaris
14.6,-89.5667,Phaseolus vulgaris
14.6333,-89.45,Phaseolus vulgaris
14.55,-89.6667,Phaseolus vulgaris
14.25,-89.9833,Phaseolus vulgaris
14.1333,-89.9833,Phaseolus vulgaris
14.0833,-90.1,Phaseolus vulgaris
13.9667,-89.9833,Phaseolus vulgaris
14.4,-90.3,Phaseolus vulgaris
14.3,-89.9,Phaseolus vulgaris
14.4167,-90.25,Phaseolus vulgaris
14.7833,-90.2,Phaseolus vulgaris
15.2667,-89.0833,Phaseolus vulgaris
15.4667,-88.8333,Phaseolus vulgaris
14.9167,-90,Phaseolus vulgaris
39.5833,27.0167,Phaseolus vulgaris
14.9167,-89.8833,Phaseolus vulgaris
14.9833,-89.7167,Phaseolus vulgaris
15.2333,-89.2333,Phaseolus vulgaris
38.4167,27.15,Phaseolus vulgaris
14.1833,-89.7333,Phaseolus vulgaris
13.8667,-88.6333,Phaseolus vulgaris
15.0333,-91.1167,Phaseolus vulgaris
15.0167,-91.0833,Phaseolus vulgaris
14.9667,-91.7667,Phaseolus vulgaris
15.3667,-91.45,Phaseolus vulgaris
15.5833,-91.9,Phaseolus vulgaris
36.9833,35.05,Phaseolus vulgaris
15.6167,-91.9833,Phaseolus vulgaris
14.7333,-90.9833,Phaseolus vulgaris
40.0333,27.05,Phaseolus vulgaris
15.3333,-90.3,Phaseolus vulgaris
15.3333,-90.2667,Phaseolus vulgaris
39.8,26.6167,Phaseolus vulgaris
14.9333,-90.15,Phaseolus vulgaris
14.7167,-89.5833,Phaseolus vulgaris
14.8167,-89.3833,Phaseolus vulgaris
14.5167,-89.45,Phaseolus vulgaris
14.8167,-89.3667,Phaseolus vulgaris
14.6667,-89.8,Phaseolus vulgaris
14.35,-89.35,Phaseolus vulgaris
14.35,-89.85,Phaseolus vulgaris
52.5,-105,Phaseolus vulgaris
14.3333,-89.7167,Phaseolus vulgaris
14.1833,-89.6667,Phaseolus vulgaris
14.2,-90.1,Phaseolus vulgaris
14.05,-89.95,Phaseolus vulgaris
14.1667,-90.05,Phaseolus vulgaris
14.1333,-90.0167,Phaseolus vulgaris
14.05,-90.0333,Phaseolus vulgaris
14.0333,-90.0833,Phaseolus vulgaris
41.6667,26.5667,Phaseolus vulgaris
41.7333,27.2,Phaseolus vulgaris
14.2333,-90.4833,Phaseolus vulgaris
40.9833,27.5167,Phaseolus vulgaris
19.95,-102.2667,Phaseolus vulgaris
18.5833,-100.8833,Phaseolus vulgaris
19.0667,-97.0333,Phaseolus vulgaris
18.25,-97.1333,Phaseolus vulgaris
16.9167,-96.25,Phaseolus vulgaris
18.3667,-97.2667,Phaseolus vulgaris
17.95,-96.1833,Phaseolus vulgaris
0.6667,30.2833,Phaseolus vulgaris
-3.35,37.3333,Phaseolus vulgaris
0.8833,35.1167,Phaseolus vulgaris
0.7833,34.7167,Phaseolus vulgaris
-0.6667,37.2,Phaseolus vulgaris
-0.0833,34.9167,Phaseolus vulgaris
-0.5,36.3167,Phaseolus vulgaris
-8.8333,31.3833,Phaseolus vulgaris
28.5833,-109.5667,Phaseolus vulgaris
20.4167,-104.5167,Phaseolus vulgaris
21.3,-100.5167,Phaseolus vulgaris
19.7,-101.1167,Phaseolus vulgaris
19.5167,-101.6,Phaseolus vulgaris
19.4667,-101.7333,Phaseolus vulgaris
21.2167,-104.7667,Phaseolus vulgaris
21.5333,-104.8833,Phaseolus vulgaris
22.8167,-105.1167,Phaseolus vulgaris
16.7167,-98.7333,Phaseolus vulgaris
20,-102.1667,Phaseolus vulgaris
20.6667,-103.3333,Phaseolus vulgaris
19.5833,-102.4833,Phaseolus vulgaris
17.0833,-97,Phaseolus vulgaris
-33.8667,151.1667,Phaseolus vulgaris
23.1667,-102.8833,Phaseolus vulgaris
23.6333,-103.65,Phaseolus vulgaris
26.9333,-105.6667,Phaseolus vulgaris
23.85,-104.2333,Phaseolus vulgaris
17.4167,-96.8167,Phaseolus vulgaris
26.9333,-107.1667,Phaseolus vulgaris
27.0667,-106.1667,Phaseolus vulgaris
24.7833,-104.3333,Phaseolus vulgaris
19.7167,-103.1667,Phaseolus vulgaris
16.8667,-93.45,Phaseolus lunatus
16.6167,-93.0833,Phaseolus lunatus
18.9333,-88.4,Phaseolus lunatus
20.1833,-89.5667,Phaseolus lunatus
19.5833,-88.05,Phaseolus lunatus
16.7667,-93.1167,Phaseolus lunatus
16.1667,-93.25,Phaseolus lunatus
16.35,-92.55,Phaseolus lunatus
10.5,-66.5,Phaseolus vulgaris
18.2167,-95.0833,Phaseolus lunatus
20.6833,-88.2,Phaseolus lunatus
17.6,-99.1667,Phaseolus lunatus
20.4833,-97.45,Phaseolus lunatus
20.2,-89.9,Phaseolus lunatus
20.05,-89.7333,Phaseolus lunatus
10.2167,-68.3333,Phaseolus vulgaris
17.6333,-99.0833,Phaseolus lunatus
8.2167,-72.25,Phaseolus vulgaris
10.15,-68.5667,Phaseolus vulgaris
-6.5,-76.3667,Phaseolus lunatus
-2.2,-78.8833,Phaseolus lunatus
0.3667,-77.9667,Phaseolus lunatus
0.55,-78.0333,Phaseolus lunatus
-2.8667,-78.8333,Phaseolus lunatus
-2.2167,-78.9,Phaseolus lunatus
-1.3333,-78.5167,Phaseolus lunatus
-19.25,-64.6333,Phaseolus lunatus
-0.05,-78.3333,Phaseolus lunatus
-3.1667,-79.1333,Phaseolus lunatus
-2.7667,-78.75,Phaseolus lunatus
-2.85,-78.8167,Phaseolus lunatus
-2.8667,-78.8167,Phaseolus lunatus
0.4333,-78.2,Phaseolus lunatus
0.5,-78.2,Phaseolus lunatus
0.4667,-78.2,Phaseolus lunatus
0.1333,-78.4167,Phaseolus lunatus
0.1333,-78.4,Phaseolus lunatus
0.1667,-78.4167,Phaseolus lunatus
0.25,-78.2833,Phaseolus lunatus
0.1167,-78.4167,Phaseolus lunatus
0.3667,-78.1167,Phaseolus lunatus
0.2833,-78.2833,Phaseolus lunatus
4.15,-73.65,Phaseolus lunatus
7.2333,-76.4167,Phaseolus lunatus
21.8333,-78.7667,Phaseolus lunatus
22.1,-78.6333,Phaseolus lunatus
22.2,-78.9167,Phaseolus lunatus
8.4333,-9.75,Phaseolus lunatus
-14.2833,-69.4333,Phaseolus vulgaris
-16.5,-70.6667,Phaseolus vulgaris
39.2667,27.3167,Phaseolus vulgaris
7.1667,9.8833,Phaseolus lunatus
8.45,11.9167,Phaseolus lunatus
9.8333,8.5,Phaseolus lunatus
10.1667,6.25,Phaseolus lunatus
7.6,3.9167,Phaseolus lunatus
7.6167,3.7833,Phaseolus lunatus
7.6,4.0667,Phaseolus lunatus
4.4,-76.1667,Phaseolus lunatus
-8.7167,-78.1,Phaseolus lunatus
10.5833,-74.7167,Phaseolus lunatus
3.6833,-76.4667,Phaseolus lunatus
-1.0833,-80.5,Phaseolus lunatus
-1.1833,-80.4167,Phaseolus lunatus
-0.6667,-80.0833,Phaseolus lunatus
-0.9167,-80.5,Phaseolus lunatus
5.8,-75.8333,Phaseolus lunatus
5.85,-75.5333,Phaseolus lunatus
5.9667,-75.5167,Phaseolus lunatus
5.6167,-75.5333,Phaseolus lunatus
5.45,-75.4833,Phaseolus lunatus
5.0167,-75.6167,Phaseolus lunatus
5.15,-75.6833,Phaseolus lunatus
19.3167,-97.9167,Phaseolus vulgaris
0.4,-77.95,Phaseolus lunatus
0.5333,-78.05,Phaseolus lunatus
-1.3,-78.5333,Phaseolus lunatus
-16.7167,-68.05,Phaseolus lunatus
3.4167,-76.3167,Phaseolus lunatus
6.55,-75.85,Phaseolus lunatus
6.3667,-75.6667,Phaseolus lunatus
6.35,-75.6833,Phaseolus lunatus
5.7667,-75.9833,Phaseolus lunatus
5.7333,-75.9333,Phaseolus lunatus
5.7333,-75.95,Phaseolus lunatus
-3.45,-54.9167,Phaseolus lunatus
4.9167,-77.0833,Phaseolus lunatus
3.7,-71.4833,Phaseolus lunatus
5,-77.05,Phaseolus lunatus
5,-77.0333,Phaseolus lunatus
5.0833,-77.0833,Phaseolus lunatus
18.3667,-97.5,Phaseolus vulgaris
1.65,-77.4,Phaseolus lunatus
1.65,-77.5667,Phaseolus lunatus
-2.2333,-78.9,Phaseolus lunatus
-3.1833,-79.1667,Phaseolus lunatus
-2.7667,-78.7,Phaseolus lunatus
-1.6,-78.55,Phaseolus lunatus
-1.5833,-78.5333,Phaseolus lunatus
-1.5667,-78.5333,Phaseolus lunatus
0.0667,-78.4,Phaseolus lunatus
-15.7,-50.2,Phaseolus lunatus
-14.0667,-75.7,Phaseolus lunatus
-9.65,-46.35,Phaseolus lunatus
-22.1333,-54.8333,Phaseolus lunatus
18.5,-97.2167,Phaseolus lunatus
16.3333,-92.4333,Phaseolus lunatus
16.4833,-92.5667,Phaseolus lunatus
10.9,-72.85,Phaseolus lunatus
9.2333,-75.7333,Phaseolus lunatus
8.25,-76.15,Phaseolus lunatus
2.0333,-77.1833,Phaseolus lunatus
3.6167,-76.5,Phaseolus lunatus
9.6667,-75.2,Phaseolus lunatus
18.1167,-100.2667,Phaseolus lunatus
4.05,-76.1167,Phaseolus lunatus
18.1333,-100.5167,Phaseolus lunatus
18.1667,-100.4833,Phaseolus lunatus
3.5833,-76.15,Phaseolus lunatus
2.7667,-76.4667,Phaseolus lunatus
4.4833,-76.3,Phaseolus lunatus
2.1333,-75.6333,Phaseolus lunatus
2.1,-75.65,Phaseolus lunatus
2.5333,-75.9833,Phaseolus lunatus
2.5333,-76.0333,Phaseolus lunatus
2.4833,-75.9667,Phaseolus lunatus
19,-102.1667,Phaseolus vulgaris
0.4167,-78.15,Phaseolus lunatus
-4.3,-79.2167,Phaseolus lunatus
19.9667,-101.1667,Phaseolus vulgaris
8.3333,-82.3333,Phaseolus lunatus
14.55,-89.4833,Phaseolus lunatus
20.2667,-102.3333,Phaseolus vulgaris
-15.9333,-48.7,Phaseolus lunatus
-12.0333,-44.2667,Phaseolus lunatus
-12.1,-38.7167,Phaseolus lunatus
17,-92.8833,Phaseolus lunatus
19.5,-98.8833,Phaseolus vulgaris
19.85,-90.5333,Phaseolus lunatus
7.3833,3.9,Phaseolus lunatus
20.1333,-103.05,Phaseolus vulgaris
21.1667,-102.4667,Phaseolus vulgaris
-4.5,-45,Phaseolus lunatus
3.2333,-76.4,Phaseolus lunatus
2.9833,-76.2167,Phaseolus lunatus
-8.1167,-77.3667,Phaseolus lunatus
-8.45,-77.2833,Phaseolus lunatus
-7.8,-77.7167,Phaseolus lunatus
-5.3,-79.4167,Phaseolus lunatus
-5.2667,-79.4333,Phaseolus lunatus
-6.8,-79.25,Phaseolus lunatus
-6.8833,-79.3833,Phaseolus lunatus
2.15,30.65,Phaseolus lunatus
9.2333,-74.4333,Phaseolus lunatus
10.8333,-75.0333,Phaseolus lunatus
8.4333,-76.8,Phaseolus lunatus
9.1833,-75.3833,Phaseolus lunatus
9.2,-75.4167,Phaseolus lunatus
19.5333,-103.4,Phaseolus vulgaris
10.75,-74.9833,Phaseolus lunatus
10.8833,-74.9833,Phaseolus lunatus
7.8833,-76.6667,Phaseolus lunatus
6.55,-75.8333,Phaseolus lunatus
7.0167,-76.2667,Phaseolus lunatus
19.6333,-103.4333,Phaseolus vulgaris
14.6333,-91.2333,Phaseolus lunatus
14.5333,-91.5667,Phaseolus lunatus
14.7833,-90.7833,Phaseolus lunatus
-8.1,-77.4833,Phaseolus lunatus
14.5833,-91.4667,Phaseolus lunatus
-16.7333,-50.8,Phaseolus lunatus
-26.1833,-58.1833,Phaseolus lunatus
18.1667,-101.4667,Phaseolus lunatus
-14.0667,32.4333,Phaseolus lunatus
-16.7333,-50.4667,Phaseolus lunatus
20.4333,-89.3167,Phaseolus lunatus
9.45,8,Phaseolus lunatus
7.7167,3.9167,Phaseolus lunatus
11.3,7.8167,Phaseolus lunatus
9.7833,8.2833,Phaseolus lunatus
9.8333,8.4,Phaseolus lunatus
9.6333,8.3333,Phaseolus lunatus
9.1,8,Phaseolus lunatus
9.4833,8.4,Phaseolus lunatus
7.2667,10.9,Phaseolus lunatus
-20.75,-42.8833,Phaseolus lunatus
-2.8833,-79,Phaseolus lunatus
9.9167,8.9,Phaseolus lunatus
-16.0167,-41.4333,Phaseolus lunatus
-19.5833,-40.6167,Phaseolus lunatus
-17.7167,-48.15,Phaseolus lunatus
-16.3833,-46.8833,Phaseolus lunatus
-16.0333,-49.8,Phaseolus lunatus
-16.0333,-41.2833,Phaseolus lunatus
-12.2833,-38.8833,Phaseolus lunatus
20.5167,-101.7167,Phaseolus vulgaris
7.3833,3.9333,Phaseolus lunatus
-22.95,-47.0833,Phaseolus lunatus
12,8.5167,Phaseolus lunatus
5.65,-0.1833,Phaseolus lunatus
2.2667,30.9833,Phaseolus lunatus
-1.7,29.25,Phaseolus lunatus
6.3167,-10.7667,Phaseolus lunatus
9.75,8.3833,Phaseolus lunatus
-7.6167,-78.05,Phaseolus lunatus
-6.9833,-76.4667,Phaseolus lunatus
-13.7,-76.2167,Phaseolus lunatus
21.05,-101.6667,Phaseolus vulgaris
-5.9,-76.0833,Phaseolus lunatus
-16.0667,-57.6833,Phaseolus lunatus
-19.9167,-40.6,Phaseolus lunatus
-9.3667,-36.1667,Phaseolus lunatus
-31.75,-52.3333,Phaseolus lunatus
-9.1333,-36.0333,Phaseolus lunatus
-10.8,-37.7833,Phaseolus lunatus
-10.1333,-37.1,Phaseolus lunatus
21.1333,-101.7333,Phaseolus vulgaris
-10.7,-37.6167,Phaseolus lunatus
-19.8667,-41.6333,Phaseolus lunatus
-19.5,-41.0833,Phaseolus lunatus
-19.3333,-41.2167,Phaseolus lunatus
-19.5333,-40.9833,Phaseolus lunatus
-20.5333,-40.4833,Phaseolus lunatus
-20.7333,-41.5,Phaseolus lunatus
-8.0333,-34.8833,Phaseolus lunatus
-29.2333,-51.1667,Phaseolus lunatus
16.8,-92.1667,Phaseolus vulgaris
-20.6667,-43.1,Phaseolus lunatus
-21,-44.9333,Phaseolus lunatus
-20.8667,-42.8,Phaseolus lunatus
-20.8333,-42.65,Phaseolus lunatus
16.7667,-92.0667,Phaseolus vulgaris
-8.1667,-35.2333,Phaseolus lunatus
-10.9,-37.1167,Phaseolus lunatus
-11.25,-37.4667,Phaseolus lunatus
-13.8667,-40.1,Phaseolus lunatus
-14.8833,-40.8667,Phaseolus lunatus
-17.8667,-41.5167,Phaseolus lunatus
-7.2333,-37.2667,Phaseolus lunatus
-14.8333,-74.95,Phaseolus lunatus
-0.4,-76.6167,Phaseolus lunatus
-21.2333,-43.7667,Phaseolus lunatus
37.8333,-120.5,Phaseolus lunatus
-4.3667,-38.8333,Phaseolus lunatus
-4.8,-39.0333,Phaseolus lunatus
-5.5833,-39.4667,Phaseolus lunatus
-7.0333,-42.1667,Phaseolus lunatus
-7.2,-40.25,Phaseolus lunatus
44.9833,-93.2167,Phaseolus vulgaris
-19.1667,-64.5167,Phaseolus lunatus
-19.3167,-64.3,Phaseolus lunatus
-17.9,-65.35,Phaseolus lunatus
-18.3,-65.2167,Phaseolus lunatus
-18.95,-65.15,Phaseolus lunatus
-11.9333,-76.7,Phaseolus lunatus
